"note_id","report_date","category","subject_id","subject_name","historical_date","years_ago","headline","body","evidence_source","rarity","magnitude","timeliness","relevance","confidence","novelty","career_significance_score","recognition_tier","career_summary","career_final_year","years_since_final_game","familiarity_recency","recognition","historical_importance","broadcast_value","story_score","score_method","generated_at_utc"
"debut_anniversary_breweto02_2026-08-01","2026-08-01","debut_anniversary","breweto02","Tony Brewer",1984-08-01,42,"Tony Brewer: 42 years since MLB debut","Tony Brewer's MLB debut came 42 years ago today, on 1984-08-01. Tony Brewer finished with 4 hits, 1 home runs.","People$debut",0.786,0.77,1,0.55,1,0.8,1,"limited","Tony Brewer finished with 4 hits, 1 home runs.",1984,42,0.367879441171442,0.08,0.35,0.402,46.7,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_crowdo01_2026-08-01","2026-08-01","final_game_anniversary","crowdo01","Don Crow",1982-08-01,44,"Don Crow: 44 years since final MLB appearance","Don Crow's final MLB appearance came 44 years ago today, on 1982-08-01. Don Crow finished with 0 hits, 0 home runs.","People$finalGame",0.802,0.79,1,0.55,1,0.8,0.9,"limited","Don Crow finished with 0 hits, 0 home runs.",1982,44,0.350771926902811,0.08,0.35,0.402,46.6,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_halejo01_2026-08-01","2026-08-01","final_game_anniversary","halejo01","John Hale",1979-08-01,47,"John Hale: 47 years since final MLB appearance","John Hale's final MLB appearance came 47 years ago today, on 1979-08-01. John Hale finished with 137 hits, 14 home runs.","People$finalGame",0.826,0.82,1,0.55,1,0.8,7.5,"limited","John Hale finished with 137 hits, 14 home runs.",1979,47,0.326590685304268,0.08,0.35,0.402,46.5,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_knoxjo01_2026-08-01","2026-08-01","debut_anniversary","knoxjo01","John Knox",1972-08-01,54,"John Knox: 54 years since MLB debut","John Knox's MLB debut came 54 years ago today, on 1972-08-01. John Knox finished with 60 hits, 0 home runs.","People$debut",0.882,0.89,1,0.55,1,0.8,4.4,"limited","John Knox finished with 60 hits, 0 home runs.",1975,51,0.296922025727896,0.08,0.35,0.402,46.5,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_lundgo01_2026-08-01","2026-08-01","debut_anniversary","lundgo01","Gordy Lund",1967-08-01,59,"Gordy Lund: 59 years since MLB debut","Gordy Lund's MLB debut came 59 years ago today, on 1967-08-01. Gordy Lund finished with 12 hits, 0 home runs.","People$debut",0.922,0.94,1,0.55,1,0.8,2.8,"limited","Gordy Lund finished with 12 hits, 0 home runs.",1969,57,0.257395142052568,0.08,0.35,0.402,46.1,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_oriledo01_2026-08-01","2026-08-01","final_game_anniversary","oriledo01","Don O'Riley",1970-08-01,56,"Don O'Riley: 56 years since final MLB appearance","Don O'Riley's final MLB appearance came 56 years ago today, on 1970-08-01. Don O'Riley finished with 1 wins, 23 strikeouts.","People$finalGame",0.898,0.91,1,0.55,1,0.8,2.1,"limited","Don O'Riley finished with 1 wins, 23 strikeouts.",1970,56,0.263597138115727,0.08,0.35,0.402,46,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_purdijo01_2026-08-01","2026-08-01","final_game_anniversary","purdijo01","John Purdin",1969-08-01,57,"John Purdin: 57 years since final MLB appearance","John Purdin's final MLB appearance came 57 years ago today, on 1969-08-01. John Purdin finished with 6 wins, 68 strikeouts.","People$finalGame",0.906,0.92,1,0.55,1,0.8,6.3,"limited","John Purdin finished with 6 wins, 68 strikeouts.",1969,57,0.257395142052568,0.08,0.35,0.402,45.9,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_boydga01_2026-08-01","2026-08-01","debut_anniversary","boydga01","Gary Boyd",1969-08-01,57,"Gary Boyd: 57 years since MLB debut","Gary Boyd's MLB debut came 57 years ago today, on 1969-08-01. Gary Boyd finished with 0 wins, 9 strikeouts.","People$debut",0.906,0.92,1,0.55,1,0.8,1,"limited","Gary Boyd finished with 0 wins, 9 strikeouts.",1969,57,0.257395142052568,0.08,0.35,0.402,45.9,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_barrebo01_2026-08-01","2026-08-01","final_game_anniversary","barrebo01","Bob Barrett",1929-08-01,97,"Bob Barrett: 97 years since final MLB appearance","Bob Barrett's final MLB appearance came 97 years ago today, on 1929-08-01. Bob Barrett finished with 169 hits, 10 home runs.","People$finalGame",1,1,1,0.55,1,0.8,8.8,"limited","Bob Barrett finished with 169 hits, 10 home runs.",1929,97,0.2,0.088,0.35,0.4072,45.8,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_herrsri01_2026-08-01","2026-08-01","debut_anniversary","herrsri01","Rick Herrscher",1962-08-01,64,"Rick Herrscher: 64 years since MLB debut","Rick Herrscher's MLB debut came 64 years ago today, on 1962-08-01. Rick Herrscher finished with 11 hits, 1 home runs.","People$debut",0.962,0.99,1,0.55,1,0.8,1.1,"limited","Rick Herrscher finished with 11 hits, 1 home runs.",1962,64,0.217880283823122,0.08,0.35,0.402,45.5,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_toppiru01_2026-08-01","2026-08-01","final_game_anniversary","toppiru01","Rupe Toppin",1962-08-01,64,"Rupe Toppin: 64 years since final MLB appearance","Rupe Toppin's final MLB appearance came 64 years ago today, on 1962-08-01. Rupe Toppin finished with 1 hits, 0 home runs.","People$finalGame",0.962,0.99,1,0.55,1,0.8,0.9,"limited","Rupe Toppin finished with 1 hits, 0 home runs.",1962,64,0.217880283823122,0.08,0.35,0.402,45.5,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_anderva01_2026-08-01","2026-08-01","debut_anniversary","anderva01","Varney Anderson",1889-08-01,137,"Varney Anderson: 137 years since MLB debut","Varney Anderson's MLB debut came 137 years ago today, on 1889-08-01. Varney Anderson finished with 9 wins, 41 strikeouts.","People$debut",1,1,1,0.55,1,0.8,8.3,"limited","Varney Anderson finished with 9 wins, 41 strikeouts.",1896,130,0.2,0.083,0.35,0.40395,45.4,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_colcoto01_2026-08-01","2026-08-01","debut_anniversary","colcoto01","Tom Colcolough",1893-08-01,133,"Tom Colcolough: 133 years since MLB debut","Tom Colcolough's MLB debut came 133 years ago today, on 1893-08-01. Tom Colcolough finished with 14 wins, 66 strikeouts.","People$debut",1,1,1,0.55,1,0.8,8.3,"limited","Tom Colcolough finished with 14 wins, 66 strikeouts.",1899,127,0.2,0.083,0.35,0.40395,45.4,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_burrebu01_2026-08-01","2026-08-01","debut_anniversary","burrebu01","Frank Burrell",1891-08-01,135,"Frank Burrell: 135 years since MLB debut","Frank Burrell's MLB debut came 135 years ago today, on 1891-08-01. Frank Burrell finished with 96 hits, 3 home runs.","People$debut",1,1,1,0.55,1,0.8,7.6,"limited","Frank Burrell finished with 96 hits, 3 home runs.",1897,129,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_niehadi01_2026-08-01","2026-08-01","final_game_anniversary","niehadi01","Dick Niehaus",1920-08-01,106,"Dick Niehaus: 106 years since final MLB appearance","Dick Niehaus's final MLB appearance came 106 years ago today, on 1920-08-01. Dick Niehaus finished with 4 wins, 43 strikeouts.","People$finalGame",1,1,1,0.55,1,0.8,7.6,"limited","Dick Niehaus finished with 4 wins, 43 strikeouts.",1920,106,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_kirbyjo01_2026-08-01","2026-08-01","debut_anniversary","kirbyjo01","John Kirby",1884-08-01,142,"John Kirby: 142 years since MLB debut","John Kirby's MLB debut came 142 years ago today, on 1884-08-01. John Kirby finished with 18 wins, 200 strikeouts.","People$debut",1,1,1,0.55,1,0.8,7.5,"limited","John Kirby finished with 18 wins, 200 strikeouts.",1888,138,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_tatumto01_2026-08-01","2026-08-01","debut_anniversary","tatumto01","Tommy Tatum",1941-08-01,85,"Tommy Tatum: 85 years since MLB debut","Tommy Tatum's MLB debut came 85 years ago today, on 1941-08-01. Tommy Tatum finished with 50 hits, 1 home runs.","People$debut",1,1,1,0.55,1,0.8,6.9,"limited","Tommy Tatum finished with 50 hits, 1 home runs.",1947,79,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_kappehe01_2026-08-01","2026-08-01","final_game_anniversary","kappehe01","Henry Kappel",1889-08-01,137,"Henry Kappel: 137 years since final MLB appearance","Henry Kappel's final MLB appearance came 137 years ago today, on 1889-08-01. Henry Kappel finished with 106 hits, 4 home runs.","People$finalGame",1,1,1,0.55,1,0.8,5.7,"limited","Henry Kappel finished with 106 hits, 4 home runs.",1889,137,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_collibi01_2026-08-01","2026-08-01","debut_anniversary","collibi01","Bill Collins (born 1863)",1887-08-01,139,"Bill Collins (born 1863): 139 years since MLB debut","Bill Collins (born 1863)'s MLB debut came 139 years ago today, on 1887-08-01. Bill Collins (born 1863) finished with 2 hits, 0 home runs.","People$debut",1,1,1,0.55,1,0.8,5.3,"limited","Bill Collins (born 1863) finished with 2 hits, 0 home runs.",1892,134,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_ballar01_2026-08-01","2026-08-01","debut_anniversary","ballar01","Art Ball",1894-08-01,132,"Art Ball: 132 years since MLB debut","Art Ball's MLB debut came 132 years ago today, on 1894-08-01. Art Ball finished with 16 hits, 0 home runs.","People$debut",1,1,1,0.55,1,0.8,4.6,"limited","Art Ball finished with 16 hits, 0 home runs.",1898,128,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_orourto01_2026-08-01","2026-08-01","final_game_anniversary","orourto01","Tom O'Rourke",1890-08-01,136,"Tom O'Rourke: 136 years since final MLB appearance","Tom O'Rourke's final MLB appearance came 136 years ago today, on 1890-08-01. Tom O'Rourke finished with 58 hits, 0 home runs.","People$finalGame",1,1,1,0.55,1,0.8,4.4,"limited","Tom O'Rourke finished with 58 hits, 0 home runs.",1890,136,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_pearsfr01_2026-08-01","2026-08-01","final_game_anniversary","pearsfr01","Frank Pears",1893-08-01,133,"Frank Pears: 133 years since final MLB appearance","Frank Pears's final MLB appearance came 133 years ago today, on 1893-08-01. Frank Pears finished with 0 wins, 5 strikeouts.","People$finalGame",1,1,1,0.55,1,0.8,4.4,"limited","Frank Pears finished with 0 wins, 5 strikeouts.",1893,133,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_morrijo03_2026-08-01","2026-08-01","debut_anniversary","morrijo03","Jon Morrison",1884-08-01,142,"Jon Morrison: 142 years since MLB debut","Jon Morrison's MLB debut came 142 years ago today, on 1884-08-01. Jon Morrison finished with 52 hits, 1 home runs.","People$debut",1,1,1,0.55,1,0.8,4.3,"limited","Jon Morrison finished with 52 hits, 1 home runs.",1887,139,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_brownol01_2026-08-01","2026-08-01","debut_anniversary","brownol01","Oliver Brown",1872-08-01,154,"Oliver Brown: 154 years since MLB debut","Oliver Brown's MLB debut came 154 years ago today, on 1872-08-01. Oliver Brown finished with 2 hits, 0 home runs.","People$debut",1,1,1,0.55,1,0.8,3.5,"limited","Oliver Brown finished with 2 hits, 0 home runs.",1875,151,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_piercgr01_2026-08-01","2026-08-01","final_game_anniversary","piercgr01","Gracie Pierce",1884-08-01,142,"Gracie Pierce: 142 years since final MLB appearance","Gracie Pierce's final MLB appearance came 142 years ago today, on 1884-08-01. Gracie Pierce finished with 59 hits, 0 home runs.","People$finalGame",1,1,1,0.55,1,0.8,3.5,"limited","Gracie Pierce finished with 59 hits, 0 home runs.",1884,142,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_ellioha02_2026-08-01","2026-08-01","debut_anniversary","ellioha02","Harry Elliott",1953-08-01,73,"Harry Elliott: 73 years since MLB debut","Harry Elliott's MLB debut came 73 years ago today, on 1953-08-01. Harry Elliott finished with 45 hits, 2 home runs.","People$debut",1,1,1,0.55,1,0.8,3.3,"limited","Harry Elliott finished with 45 hits, 2 home runs.",1955,71,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_pearsal01_2026-08-01","2026-08-01","debut_anniversary","pearsal01","Alex Pearson",1902-08-01,124,"Alex Pearson: 124 years since MLB debut","Alex Pearson's MLB debut came 124 years ago today, on 1902-08-01. Alex Pearson finished with 3 wins, 36 strikeouts.","People$debut",1,1,1,0.55,1,0.8,2.3,"limited","Alex Pearson finished with 3 wins, 36 strikeouts.",1903,123,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_burkefr01_2026-08-01","2026-08-01","final_game_anniversary","burkefr01","Frank Burke",1907-08-01,119,"Frank Burke: 119 years since final MLB appearance","Frank Burke's final MLB appearance came 119 years ago today, on 1907-08-01. Frank Burke finished with 26 hits, 0 home runs.","People$finalGame",1,1,1,0.55,1,0.8,2.1,"limited","Frank Burke finished with 26 hits, 0 home runs.",1907,119,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_shinagi01_2026-08-01","2026-08-01","final_game_anniversary","shinagi01","Ginger Shinault",1922-08-01,104,"Ginger Shinault: 104 years since final MLB appearance","Ginger Shinault's final MLB appearance came 104 years ago today, on 1922-08-01. Ginger Shinault finished with 13 hits, 0 home runs.","People$finalGame",1,1,1,0.55,1,0.8,1.9,"limited","Ginger Shinault finished with 13 hits, 0 home runs.",1922,104,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_suskope01_2026-08-01","2026-08-01","debut_anniversary","suskope01","Pete Susko",1934-08-01,92,"Pete Susko: 92 years since MLB debut","Pete Susko's MLB debut came 92 years ago today, on 1934-08-01. Pete Susko finished with 64 hits, 2 home runs.","People$debut",1,1,1,0.55,1,0.8,1.9,"limited","Pete Susko finished with 64 hits, 2 home runs.",1934,92,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_saboal01_2026-08-01","2026-08-01","debut_anniversary","saboal01","Alex Sabo",1936-08-01,90,"Alex Sabo: 90 years since MLB debut","Alex Sabo's MLB debut came 90 years ago today, on 1936-08-01. Alex Sabo finished with 3 hits, 0 home runs.","People$debut",1,1,1,0.55,1,0.8,1.8,"limited","Alex Sabo finished with 3 hits, 0 home runs.",1937,89,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_saboal01_2026-08-01","2026-08-01","final_game_anniversary","saboal01","Alex Sabo",1937-08-01,89,"Alex Sabo: 89 years since final MLB appearance","Alex Sabo's final MLB appearance came 89 years ago today, on 1937-08-01. Alex Sabo finished with 3 hits, 0 home runs.","People$finalGame",1,1,1,0.55,1,0.8,1.8,"limited","Alex Sabo finished with 3 hits, 0 home runs.",1937,89,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_crockcl01_2026-08-01","2026-08-01","debut_anniversary","crockcl01","Claude Crocker",1944-08-01,82,"Claude Crocker: 82 years since MLB debut","Claude Crocker's MLB debut came 82 years ago today, on 1944-08-01. Claude Crocker finished with 0 wins, 2 strikeouts.","People$debut",1,1,1,0.55,1,0.8,1.8,"limited","Claude Crocker finished with 0 wins, 2 strikeouts.",1945,81,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_tyackji01_2026-08-01","2026-08-01","final_game_anniversary","tyackji01","Jim Tyack",1943-08-01,83,"Jim Tyack: 83 years since final MLB appearance","Jim Tyack's final MLB appearance came 83 years ago today, on 1943-08-01. Jim Tyack finished with 40 hits, 0 home runs.","People$finalGame",1,1,1,0.55,1,0.8,1.6,"limited","Jim Tyack finished with 40 hits, 0 home runs.",1943,83,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_smithch01_2026-08-01","2026-08-01","final_game_anniversary","smithch01","Charlie Smith (born 1840)",1871-08-01,155,"Charlie Smith (born 1840): 155 years since final MLB appearance","Charlie Smith (born 1840)'s final MLB appearance came 155 years ago today, on 1871-08-01. Charlie Smith (born 1840) finished with 19 hits, 0 home runs.","People$finalGame",1,1,1,0.55,1,0.8,1.4,"limited","Charlie Smith (born 1840) finished with 19 hits, 0 home runs.",1871,155,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_watkibi01_2026-08-01","2026-08-01","debut_anniversary","watkibi01","Bill Watkins",1884-08-01,142,"Bill Watkins: 142 years since MLB debut","Bill Watkins's MLB debut came 142 years ago today, on 1884-08-01. Bill Watkins finished with 26 hits, 0 home runs.","People$debut",1,1,1,0.55,1,0.8,1.3,"limited","Bill Watkins finished with 26 hits, 0 home runs.",1884,142,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_jonesmi01_2026-08-01","2026-08-01","debut_anniversary","jonesmi01","Mike Jones (born 1865)",1890-08-01,136,"Mike Jones (born 1865): 136 years since MLB debut","Mike Jones (born 1865)'s MLB debut came 136 years ago today, on 1890-08-01. Mike Jones (born 1865) finished with 2 wins, 6 strikeouts.","People$debut",1,1,1,0.55,1,0.8,1.2,"limited","Mike Jones (born 1865) finished with 2 wins, 6 strikeouts.",1890,136,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_quellge01_2026-08-01","2026-08-01","debut_anniversary","quellge01","George Quellich",1931-08-01,95,"George Quellich: 95 years since MLB debut","George Quellich's MLB debut came 95 years ago today, on 1931-08-01. George Quellich finished with 12 hits, 1 home runs.","People$debut",1,1,1,0.55,1,0.8,1.2,"limited","George Quellich finished with 12 hits, 1 home runs.",1931,95,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_walkege01_2026-08-01","2026-08-01","debut_anniversary","walkege01","George Walker (born 1860)",1888-08-01,138,"George Walker (born 1860): 138 years since MLB debut","George Walker (born 1860)'s MLB debut came 138 years ago today, on 1888-08-01. George Walker (born 1860) finished with 1 wins, 18 strikeouts.","People$debut",1,1,1,0.55,1,0.8,1.1,"limited","George Walker (born 1860) finished with 1 wins, 18 strikeouts.",1888,138,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_towneba01_2026-08-01","2026-08-01","debut_anniversary","towneba01","Babe Towne",1906-08-01,120,"Babe Towne: 120 years since MLB debut","Babe Towne's MLB debut came 120 years ago today, on 1906-08-01. Babe Towne finished with 10 hits, 0 home runs.","People$debut",1,1,1,0.55,1,0.8,1.1,"limited","Babe Towne finished with 10 hits, 0 home runs.",1906,120,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_radtkja01_2026-08-01","2026-08-01","debut_anniversary","radtkja01","Jack Radtke",1936-08-01,90,"Jack Radtke: 90 years since MLB debut","Jack Radtke's MLB debut came 90 years ago today, on 1936-08-01. Jack Radtke finished with 3 hits, 0 home runs.","People$debut",1,1,1,0.55,1,0.8,1.1,"limited","Jack Radtke finished with 3 hits, 0 home runs.",1936,90,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_davalyo01_2026-08-01","2026-08-01","debut_anniversary","davalyo01","Pompeyo Davalillo",1953-08-01,73,"Pompeyo Davalillo: 73 years since MLB debut","Pompeyo Davalillo's MLB debut came 73 years ago today, on 1953-08-01. Pompeyo Davalillo finished with 17 hits, 0 home runs.","People$debut",1,1,1,0.55,1,0.8,1.1,"limited","Pompeyo Davalillo finished with 17 hits, 0 home runs.",1953,73,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_bakerch01_2026-08-01","2026-08-01","debut_anniversary","bakerch01","Charlie Baker",1884-08-01,142,"Charlie Baker: 142 years since MLB debut","Charlie Baker's MLB debut came 142 years ago today, on 1884-08-01. Charlie Baker finished with 8 hits, 1 home runs.","People$debut",1,1,1,0.55,1,0.8,1,"limited","Charlie Baker finished with 8 hits, 1 home runs.",1884,142,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_kenneed02_2026-08-01","2026-08-01","final_game_anniversary","kenneed02","Ed Kennedy (born 1861)",1884-08-01,142,"Ed Kennedy (born 1861): 142 years since final MLB appearance","Ed Kennedy (born 1861)'s final MLB appearance came 142 years ago today, on 1884-08-01. Ed Kennedy (born 1861) finished with 10 hits, 0 home runs.","People$finalGame",1,1,1,0.55,1,0.8,1,"limited","Ed Kennedy (born 1861) finished with 10 hits, 0 home runs.",1884,142,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_karnsbi01_2026-08-01","2026-08-01","debut_anniversary","karnsbi01","Bill Karns",1901-08-01,125,"Bill Karns: 125 years since MLB debut","Bill Karns's MLB debut came 125 years ago today, on 1901-08-01. Bill Karns finished with 1 wins, 5 strikeouts.","People$debut",1,1,1,0.55,1,0.8,1,"limited","Bill Karns finished with 1 wins, 5 strikeouts.",1901,125,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_bueloch01_2026-08-01","2026-08-01","final_game_anniversary","bueloch01","Charlie Buelow",1901-08-01,125,"Charlie Buelow: 125 years since final MLB appearance","Charlie Buelow's final MLB appearance came 125 years ago today, on 1901-08-01. Charlie Buelow finished with 8 hits, 0 home runs.","People$finalGame",1,1,1,0.55,1,0.8,1,"limited","Charlie Buelow finished with 8 hits, 0 home runs.",1901,125,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_snellwa01_2026-08-01","2026-08-01","debut_anniversary","snellwa01","Wally Snell",1913-08-01,113,"Wally Snell: 113 years since MLB debut","Wally Snell's MLB debut came 113 years ago today, on 1913-08-01. Wally Snell finished with 3 hits, 0 home runs.","People$debut",1,1,1,0.55,1,0.8,1,"limited","Wally Snell finished with 3 hits, 0 home runs.",1913,113,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_bassdo01_2026-08-01","2026-08-01","final_game_anniversary","bassdo01","Doc Bass",1918-08-01,108,"Doc Bass: 108 years since final MLB appearance","Doc Bass's final MLB appearance came 108 years ago today, on 1918-08-01. Doc Bass finished with 1 hits, 0 home runs.","People$finalGame",1,1,1,0.55,1,0.8,1,"limited","Doc Bass finished with 1 hits, 0 home runs.",1918,108,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_jacobla01_2026-08-01","2026-08-01","final_game_anniversary","jacobla01","Larry Jacobus",1918-08-01,108,"Larry Jacobus: 108 years since final MLB appearance","Larry Jacobus's final MLB appearance came 108 years ago today, on 1918-08-01. Larry Jacobus finished with 0 wins, 8 strikeouts.","People$finalGame",1,1,1,0.55,1,0.8,1,"limited","Larry Jacobus finished with 0 wins, 8 strikeouts.",1918,108,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_rombedu01_2026-08-01","2026-08-01","final_game_anniversary","rombedu01","Dutch Romberger",1954-08-01,72,"Dutch Romberger: 72 years since final MLB appearance","Dutch Romberger's final MLB appearance came 72 years ago today, on 1954-08-01. Dutch Romberger finished with 1 wins, 6 strikeouts.","People$finalGame",1,1,1,0.55,1,0.8,1,"limited","Dutch Romberger finished with 1 wins, 6 strikeouts.",1954,72,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_donneed02_2026-08-01","2026-08-01","debut_anniversary","donneed02","Ed Donnelly (born 1932)",1959-08-01,67,"Ed Donnelly (born 1932): 67 years since MLB debut","Ed Donnelly (born 1932)'s MLB debut came 67 years ago today, on 1959-08-01. Ed Donnelly (born 1932) finished with 1 wins, 6 strikeouts.","People$debut",0.986,1,1,0.55,1,0.8,1,"limited","Ed Donnelly (born 1932) finished with 1 wins, 6 strikeouts.",1959,67,0.202860222699058,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_neweljo01_2026-08-01","2026-08-01","final_game_anniversary","neweljo01","John Newell",1891-08-01,135,"John Newell: 135 years since final MLB appearance","John Newell's final MLB appearance came 135 years ago today, on 1891-08-01. John Newell finished with 2 hits, 0 home runs.","People$finalGame",1,1,1,0.55,1,0.8,0.9,"limited","John Newell finished with 2 hits, 0 home runs.",1891,135,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_masoner01_2026-08-01","2026-08-01","final_game_anniversary","masoner01","Ernie Mason",1894-08-01,132,"Ernie Mason: 132 years since final MLB appearance","Ernie Mason's final MLB appearance came 132 years ago today, on 1894-08-01. Ernie Mason finished with 3 hits, 0 home runs.","People$finalGame",1,1,1,0.55,1,0.8,0.9,"limited","Ernie Mason finished with 3 hits, 0 home runs.",1894,132,0.2,0.08,0.35,0.402,45.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
