subject_player_id,subject_player_name,comparable_rank,player_id,player_name,career_games,age,offensive_index,similarity_score,metric_coverage,projection_weight,future_games,final_career_games,final_plate_appearances,final_hits,final_home_runs,future_home_runs_per_600_pa,projected_final_batting_average,projected_final_on_base_percentage,projected_final_slugging_percentage,projected_final_ops,rate_linked_final_home_runs,future_offensive_value_score,projected_final_offensive_value_score,hof_eligible_at_projection,hof_inducted_at_projection,final_hof_induction_year,source_through
805999,A.J. Ewing,1,lemoc001,Chet Lemon,50,21.3337713984545,98.1572414696402,78.4733692752878,1,0.0549497861724021,1925,1975,7874,1875,215,16.6991806476785,0.272465022356844,0.354728446638815,0.443530938987451,0.798259385626266,224.654685264664,151.887221863333,152.382631483576,TRUE,FALSE,,2026-07-25
805999,A.J. Ewing,2,clarj001,Jack Clark,50,21.4843562838388,86.8378432769744,77.677321998105,1,0.0543978926235363,1932,1982,8230,1826,340,25.2615844544096,0.267468831545376,0.379893668438859,0.476804870977095,0.856698539415954,337.453101644245,272.554298870591,273.049708490834,TRUE,FALSE,,2026-07-25
805999,A.J. Ewing,3,lansc001,Carney Lansford,50,21.440549771727,109.698775383172,76.8058930541739,1,0.0537676093103192,1796,1846,7905,2074,151,11.4382051614577,0.289018141531644,0.3425107350341,0.409777039191248,0.752287774225347,146.093340682142,74.1095703816346,74.6049800018774,TRUE,FALSE,,2026-07-25
805999,A.J. Ewing,4,sosas001,Sammy Sosa,50,20.8710651142734,96.2797167798004,76.6972192958205,1,0.0536870941874875,2279,2329,9892,2406,609,37.4149659863946,0.273137188592042,0.34415519147653,0.533648968549205,0.877804160025736,584.3402069161,234.383893826985,234.879303447228,TRUE,FALSE,,2026-07-25
805999,A.J. Ewing,5,mannr001,Rick Manning,50,20.8710651142734,99.1427922375379,75.7944046621097,1,0.0530018251892481,1423,1473,5832,1349,56,5.87816173851087,0.256575212866604,0.316821465428277,0.34399243140965,0.660813896837927,63.6354760420378,-61.4197451055497,-60.9243354853068,TRUE,FALSE,,2026-07-25
805999,A.J. Ewing,6,baldr001,Rocco Baldelli,50,21.673271867321,110.802291953193,74.7154342586608,1,0.0521445976335858,458,508,2065,531,60,18.5970636215334,0.269668737060041,0.319311663479924,0.435300207039337,0.754611870519261,64.6702691680261,-3.97142198420364,-3.4760123639608,TRUE,FALSE,,2026-07-25
805999,A.J. Ewing,7,brucj001,Jay Bruce,50,21.3036544213776,102.083646320615,73.7519372452559,1,0.0513441240150712,1594,1644,6642,1455,319,29.1180587960803,0.243670886075949,0.313883901855177,0.466189207195203,0.78007310905038,321.262715818945,56.5630973275099,57.0585069477527,TRUE,FALSE,,2026-07-25
805999,A.J. Ewing,8,rival001,Luis Rivas,50,21.7116025654189,86.9954480327863,73.0284151088894,1,0.0507214927698206,565,615,2290,541,34,8.67888138862102,0.258669165885661,0.308026030368764,0.380037488284911,0.688063518653675,40.2012415621987,-32.6370322780324,-32.1416226577896,TRUE,FALSE,,2026-07-25
805999,A.J. Ewing,9,davic001,Chili Davis,50,22.3467969910402,103.099897630348,72.9564864362238,1,0.0506585912478311,2380,2430,9994,2380,350,21.1988154804452,0.274321072533517,0.35944976076555,0.451472441847141,0.810922202612691,348.610078627591,184.679470605794,185.174880226037,TRUE,FALSE,,2026-07-25
805999,A.J. Ewing,10,alomr001,Roberto Alomar,50,20.3645523179805,93.1059144604151,71.3526178247991,1,0.049209393704672,2317,2367,10400,2724,210,12.0825147347741,0.300373544275983,0.371989121989122,0.443748626675456,0.815737748664578,196.550742878193,179.990983170441,180.486392790684,TRUE,TRUE,2011,2026-07-25
805999,A.J. Ewing,11,blauj001,Jeff Blauser,50,21.9005181489011,94.6967775726652,71.3027395029105,1,0.0491629072433097,1334,1384,5271,1187,122,14.1509433962264,0.26295167609926,0.353207547169811,0.407705703090988,0.7609132502608,134.815448113208,35.0720941488295,35.5675037690723,TRUE,FALSE,,2026-07-25
805999,A.J. Ewing,12,lopef001,Felipe Lopez,50,21.8868286138661,94.4942383881875,70.8340393100156,1,0.0487219510438819,1123,1173,4864,1145,90,10.9277908720806,0.264129443938013,0.334219133278823,0.390610756608933,0.724829889887756,90.0910515320334,-22.2490556707718,-21.753646050529,TRUE,FALSE,,2026-07-25
805999,A.J. Ewing,13,johnh001,Howard Johnson,50,21.8402841947473,117.052661452132,70.6134123550375,1,0.0485118123977903,1465,1515,5715,1229,228,24.2118537200504,0.247115001989654,0.337814546708032,0.444687624353363,0.782502171061394,247.16393442623,79.3944287759215,79.8898383961643,TRUE,FALSE,,2026-07-25
